SEGID,AADT2019,ATYPE,FTGROUP,FACGEO,STATIONGROUP
2305_000.3,10844.0,4,Arterial,Statewide,COU
2305_000.9,10844.0,4,Arterial,Statewide,COU
2306_000.0,14121.0,4,Arterial,Statewide,COU
2306_000.1,14121.0,4,Arterial,Statewide,COU
2306_000.3,12415.0,4,Arterial,Statewide,COU
2306_000.6,12415.0,4,Arterial,Statewide,COU
2306_000.9,11156.0,4,Arterial,Statewide,COU
2306_001.2,9898.0,4,Arterial,Statewide,COU
2306_001.5,9898.0,3,Arterial,Statewide,COT
2306_001.8,9898.0,3,Arterial,Statewide,COT
2306_002.1,5141.0,3,Arterial,Statewide,COT
2306_002.5,5141.0,4,Arterial,Statewide,COU
2308_000.0,18378.0,4,Arterial,Statewide,COU
2308_000.1,18378.0,5,Arterial,Statewide,COU
2308_000.3,18378.0,5,Arterial,Statewide,COU
2308_000.4,18378.0,5,Arterial,Statewide,COU
2308_000.6,7470.0,5,Arterial,Statewide,COU
2308_000.7,7470.0,5,Arterial,Statewide,COU
2316_000.0,21101.0,4,Arterial,Statewide,COU
2316_000.1,21101.0,4,Arterial,Statewide,COU
2316_000.3,21101.0,4,Arterial,Statewide,COU
2316_000.6,17048.0,4,Arterial,Statewide,COU
2316_000.9,13698.0,4,Arterial,Statewide,COU
2316_001.2,18773.0,4,Arterial,Statewide,COU
2316_001.5,18773.0,4,Arterial,Statewide,COU
2316_001.6,18773.0,5,Arterial,Statewide,COU
2317_000.0,7350.0,4,Arterial,Statewide,COU
2322_000.0,2345.0,3,Arterial,Statewide,COT
2322_000.7,4701.0,4,Arterial,Statewide,COU
2322_001.8,3832.0,4,Arterial,Statewide,COU
2322_002.3,3832.0,4,Arterial,Statewide,COU
2322_002.6,3832.0,5,Arterial,Statewide,COU
2322_002.7,13749.0,5,Arterial,Statewide,COU
2322_002.9,13749.0,5,Arterial,Statewide,COU
2322_003.0,18091.0,5,Arterial,Statewide,COU
2322_003.2,19905.0,5,Arterial,Statewide,COU
2322_003.3,11424.0,5,Arterial,Statewide,COU
2322_003.5,11424.0,5,Arterial,Statewide,COU
2322_003.6,11424.0,5,Arterial,Statewide,COU
2322_003.9,12845.0,5,Arterial,Statewide,COU
2322_004.2,9991.0,4,Arterial,Statewide,COU
2322_004.5,2998.0,4,Arterial,Statewide,COU
2324_000.0,28812.0,5,Arterial,Statewide,COU
2324_000.1,28812.0,5,Arterial,Statewide,COU
2324_000.3,25867.0,5,Arterial,Statewide,COU
2324_000.4,25867.0,5,Arterial,Statewide,COU
2324_000.6,25867.0,5,Arterial,Statewide,COU
2326_000.0,15374.0,5,Arterial,Statewide,COU
2326_000.1,15374.0,5,Arterial,Statewide,COU
2326_000.3,10680.0,5,Arterial,Statewide,COU
2326_000.4,10680.0,5,Arterial,Statewide,COU
2326_000.6,10680.0,5,Arterial,Statewide,COU
2326_000.9,13628.0,5,Arterial,Statewide,COU
2326_001.2,16386.0,4,Arterial,Statewide,COU
2326_001.5,2998.0,4,Arterial,Statewide,COU
2326_002.1,18803.0,4,Arterial,Statewide,COU
2326_002.2,20849.0,4,Arterial,Statewide,COU
2328_000.0,2643.0,5,Arterial,Statewide,COU
2328_000.1,11474.0,5,Arterial,Statewide,COU
2328_000.3,11474.0,5,Arterial,Statewide,COU
2328_000.4,13677.0,5,Arterial,Statewide,COU
2328_000.6,13697.0,5,Arterial,Statewide,COU
2328_000.7,25683.0,5,Arterial,Statewide,COU
2328_000.9,25683.0,5,Arterial,Statewide,COU
2328_001.1,25683.0,5,Arterial,Statewide,COU
2328_001.3,28777.0,4,Arterial,Statewide,COU
2328_001.6,19845.0,4,Arterial,Statewide,COU
2328_001.9,15964.0,4,Arterial,Statewide,COU
2328_002.5,10195.0,4,Arterial,Statewide,COU
2330_000.0,0.0,3,Arterial,Statewide,COT
2330_000.3,13192.0,4,Arterial,Statewide,COU
2330_001.0,14378.0,4,Arterial,Statewide,COU
2330_002.2,25977.0,4,Arterial,Statewide,COU
2330_002.7,25977.0,5,Arterial,Statewide,COU
2330_003.0,25977.0,5,Arterial,Statewide,COU
2330_003.1,26758.0,5,Arterial,Statewide,COU
2330_003.3,26758.0,5,Arterial,Statewide,COU
2330_003.4,26758.0,5,Arterial,Statewide,COU
2330_003.6,26758.0,5,Arterial,Statewide,COU
2330_003.7,12797.0,5,Arterial,Statewide,COU
2330_003.8,10573.0,5,Arterial,Statewide,COU
2330_004.0,7035.0,4,Arterial,Statewide,COU
2330_004.3,2648.0,4,Arterial,Statewide,COU
2330_004.6,2754.0,4,Arterial,Statewide,COU
2330_004.9,4361.0,4,Arterial,Statewide,COU
2330_005.2,4361.0,4,Arterial,Statewide,COU
2332_000.0,1463.0,4,Arterial,Statewide,COU
2332_000.4,1463.0,4,Arterial,Statewide,COU
2336_000.0,4521.0,4,Arterial,Statewide,COU
2336_000.4,3362.0,4,Arterial,Statewide,COU
2338_000.0,3999.0,3,Arterial,Statewide,COT
2338_001.4,3999.0,2,Arterial,Statewide,COS
2338_001.9,791.0,2,Arterial,Statewide,COS
2340_000.0,3782.0,4,Arterial,Statewide,COU
2340_000.2,3512.0,4,Arterial,Statewide,COU
2340_000.5,4290.0,3,Arterial,Statewide,COT
2340_001.6,8456.0,4,Arterial,Statewide,COU
2340_002.0,8456.0,4,Arterial,Statewide,COU
2340_002.1,8456.0,4,Arterial,Statewide,COU
2342_000.0,13851.0,4,Arterial,Statewide,COU
2344_000.0,2629.0,4,Arterial,Statewide,COU
2344_000.1,6606.0,4,Arterial,Statewide,COU
2344_000.2,6606.0,4,Arterial,Statewide,COU
2344_000.6,3179.0,4,Arterial,Statewide,COU
2346_000.0,6603.0,4,Arterial,Statewide,COU
2346_000.1,6603.0,4,Arterial,Statewide,COU
2346_000.2,6603.0,4,Arterial,Statewide,COU
2346_000.6,4178.0,3,Arterial,Statewide,COT
2350_000.0,12264.0,5,Arterial,Statewide,COU
2350_000.1,12264.0,5,Arterial,Statewide,COU
2350_000.3,12264.0,5,Arterial,Statewide,COU
2350_000.4,12264.0,5,Arterial,Statewide,COU
2350_000.6,13404.0,5,Arterial,Statewide,COU
2350_000.9,13404.0,5,Arterial,Statewide,COU
2354_000.0,8249.0,4,Arterial,Statewide,COU
2354_001.0,10264.0,4,Arterial,Statewide,COU
2354_001.2,16806.0,4,Arterial,Statewide,COU
2354_001.7,16790.0,4,Arterial,Statewide,COU
2354_002.5,17911.0,4,Arterial,Statewide,COU
2355_000.0,2284.0,3,Arterial,Statewide,COT
2356_000.0,40324.0,4,Arterial,Statewide,COU
2356_000.1,40324.0,4,Arterial,Statewide,COU
2356_000.3,28300.0,4,Arterial,Statewide,COU
2356_000.4,28300.0,4,Arterial,Statewide,COU
2358_000.0,5529.0,3,Arterial,Statewide,COT
2361_000.0,15721.0,5,Arterial,Statewide,COU
2361_000.3,15721.0,5,Arterial,Statewide,COU
2361_000.4,8427.0,4,Arterial,Statewide,COU
2361_000.7,8427.0,4,Arterial,Statewide,COU
2361_001.2,7050.0,4,Arterial,Statewide,COU
2363_000.0,6108.0,3,Arterial,Statewide,COT
2364_000.0,3780.0,4,Arterial,Statewide,COU
2364_000.7,2375.0,4,Arterial,Statewide,COU
2365_000.0,2230.0,4,Arterial,Statewide,COU
2365_000.4,2631.0,4,Arterial,Statewide,COU
2365_000.9,3411.0,3,Arterial,Statewide,COT
2367_000.0,5600.0,3,Arterial,Statewide,COT
2367_000.3,5600.0,2,Arterial,Statewide,COS
2367_000.4,5600.0,2,Arterial,Statewide,COS
2370_000.0,22715.0,3,Expressway,Statewide,COT
2372_000.0,4123.0,3,Arterial,Statewide,COT
2374_000.0,1028.0,2,Arterial,Statewide,COS
2374_000.6,1028.0,2,Arterial,Statewide,COS
2374_002.3,5348.0,2,Arterial,Statewide,COS
2374_002.6,0.0,2,Arterial,Statewide,COS
2374_003.2,6252.0,2,Arterial,Statewide,COS
2378_000.0,11484.0,3,Arterial,Statewide,COT
2378_000.7,11484.0,3,Arterial,Statewide,COT
2380_000.0,559.0,3,Arterial,Statewide,COT
2386_000.0,20124.0,3,Arterial,Statewide,COT
2386_000.3,4548.0,3,Arterial,Statewide,COT
2386_001.3,13144.0,3,Arterial,Statewide,COT
2388_000.0,2624.0,4,Arterial,Statewide,COU
2388_000.4,2624.0,4,Arterial,Statewide,COU
2390_000.0,3982.0,4,Arterial,Statewide,COU
2495_013.0,0.0,1,Arterial,RuralRecLowVol,COL
2688_009.7,0.0,1,Arterial,Statewide,COP
2820_000.0,0.0,1,Arterial,Statewide,COP
2821_000.0,500.0,1,Arterial,Statewide,COP
2821_000.6,500.0,1,Arterial,Statewide,COP
2821_000.8,500.0,2,Arterial,Statewide,COS
2821_001.6,500.0,2,Arterial,Statewide,COS
2822_000.0,0.0,1,Arterial,RuralRecLowVol,COL
2822_003.3,913.0,1,Arterial,RuralRecLowVol,COL
2823_000.0,500.0,1,Arterial,Statewide,COP
2823_001.5,0.0,1,Arterial,Statewide,COP
2824_000.0,0.0,1,Arterial,RuralRecLowVol,COL
2824_005.9,0.0,1,Arterial,RuralRecLowVol,COL
2825_000.0,895.0,3,Arterial,RuralRecLowVol,COL
2825_000.4,895.0,3,Arterial,Statewide,COT
2825_000.6,895.0,3,Arterial,Statewide,COT
2825_001.0,895.0,3,Arterial,Statewide,COT
2825_001.4,895.0,3,Arterial,Statewide,COT
2825_001.6,895.0,3,Arterial,Statewide,COT
2826_000.0,0.0,1,Arterial,Statewide,COP
2829_000.0,1000.0,3,Arterial,Statewide,COT
2829_000.2,1000.0,3,Arterial,Statewide,COT
2830_000.0,3164.0,3,Arterial,Statewide,COT
2830_001.0,4337.0,2,Arterial,Statewide,COS
2830_001.2,3546.0,3,Arterial,Statewide,COT
2830_001.5,4578.0,3,Arterial,Statewide,COT
2830_001.7,7179.0,3,Arterial,Statewide,COT
2830_002.3,3546.0,3,Arterial,Statewide,COT
2830_002.7,5762.0,3,Arterial,Statewide,COT
2830_003.0,5762.0,3,Arterial,Statewide,COT
2830_003.5,7391.0,4,Arterial,Statewide,COU
2831_000.0,183.0,1,Arterial,Statewide,COP
2831_000.1,183.0,1,Arterial,Statewide,COP
2831_000.7,183.0,1,Arterial,Statewide,COP
2831_001.0,183.0,1,Arterial,Statewide,COP
2831_001.7,183.0,1,Arterial,Statewide,COP
2831_002.2,183.0,1,Arterial,Statewide,COP
2831_002.4,183.0,1,Arterial,Statewide,COP
2831_002.9,862.0,1,Arterial,Statewide,COP
2831_003.3,862.0,1,Arterial,Statewide,COP
2831_003.4,862.0,2,Arterial,Statewide,COS
2831_003.7,862.0,3,Arterial,Statewide,COT
2831_004.4,2733.0,3,Arterial,Statewide,COT
2831_004.6,2458.0,3,Arterial,Statewide,COT
2832_000.0,6171.0,4,Arterial,Statewide,COU
2832_000.5,7767.0,4,Arterial,Statewide,COU
2832_000.7,7767.0,4,Arterial,Statewide,COU
2832_000.8,6505.0,3,Arterial,Statewide,COT
2833_000.0,500.0,3,Arterial,Statewide,COT
2833_000.2,500.0,2,Arterial,Statewide,COS
2833_000.7,500.0,2,Arterial,Statewide,COS
2835_000.4,500.0,3,Arterial,Statewide,COT
2835_000.7,500.0,2,Arterial,Statewide,COS
2837_000.0,1000.0,3,Arterial,Statewide,COT
2837_000.4,1000.0,3,Arterial,Statewide,COT
2837_000.7,1000.0,4,Arterial,Statewide,COU
2839_000.0,500.0,2,Arterial,Statewide,COS
2839_001.0,500.0,3,Arterial,Statewide,COT
2841_000.0,500.0,3,Arterial,Statewide,COT
2841_000.2,500.0,3,Arterial,Statewide,COT
2841_000.3,500.0,2,Arterial,Statewide,COS
2841_000.5,500.0,2,Arterial,Statewide,COS
2843_000.0,500.0,3,Arterial,Statewide,COT
2843_000.2,500.0,3,Arterial,Statewide,COT
2843_001.0,500.0,3,Arterial,Statewide,COT
2844_000.0,3359.0,3,Arterial,Statewide,COT
2845_000.0,3546.0,3,Arterial,Statewide,COT
2845_000.4,3546.0,3,Arterial,Statewide,COT
2845_000.7,3546.0,3,Arterial,Statewide,COT
2845_001.2,3546.0,3,Arterial,Statewide,COT
2846_000.0,6716.0,3,Arterial,Statewide,COT
2846_000.3,6716.0,3,Arterial,Statewide,COT
2846_000.6,6716.0,3,Arterial,Statewide,COT
2846_001.3,6716.0,3,Arterial,Statewide,COT
2848_000.0,1518.0,3,Arterial,Statewide,COT
2848_001.3,1518.0,3,Arterial,Statewide,COT
2848_001.6,1518.0,3,Arterial,Statewide,COT
2848_002.2,1518.0,3,Arterial,Statewide,COT
2849_000.0,3289.0,4,Arterial,Statewide,COU
2849_000.5,3289.0,4,Arterial,Statewide,COU
2849_000.6,1096.0,4,Arterial,Statewide,COU
2849_001.2,1096.0,3,Arterial,Statewide,COT
2849_001.8,0.0,2,Arterial,Statewide,COS
2849_002.4,0.0,3,Arterial,Statewide,COT
2849_003.5,0.0,3,Arterial,Statewide,COT
2849_003.9,0.0,3,Arterial,Statewide,COT
2849_004.5,0.0,3,Arterial,Statewide,COT
2849_005.0,500.0,3,Arterial,Statewide,COT
2850_000.0,0.0,1,Arterial,Statewide,COP
2851_000.0,500.0,1,Arterial,Statewide,COP
2851_001.3,500.0,1,Arterial,Statewide,COP
2851_001.4,500.0,1,Arterial,Statewide,COP
2852_000.0,460.0,1,Arterial,Statewide,COP
2852_000.9,460.0,1,Arterial,Statewide,COP
2852_001.4,460.0,1,Arterial,Statewide,COP
2853_000.0,500.0,2,Arterial,Statewide,COS
2853_000.5,500.0,3,Arterial,Statewide,COT
2854_000.0,2255.0,3,Arterial,Statewide,COT
2854_000.5,2255.0,2,Arterial,Statewide,COS
2854_001.1,2255.0,2,Arterial,Statewide,COS
2854_001.5,2255.0,2,Arterial,Statewide,COS
2854_002.0,0.0,1,Arterial,Statewide,COP
2854_002.5,0.0,1,Arterial,Statewide,COP
2854_003.0,0.0,1,Arterial,Statewide,COP
2854_003.5,0.0,1,Arterial,Statewide,COP
2854_004.0,2255.0,1,Arterial,Statewide,COP
2854_004.3,2255.0,1,Arterial,Statewide,COP
2854_004.5,2255.0,1,Arterial,Statewide,COP
2854_004.7,2255.0,1,Arterial,Statewide,COP
2855_000.0,3658.0,3,Arterial,Statewide,COT
2855_000.2,3658.0,3,Arterial,Statewide,COT
2856_000.0,1630.0,1,Arterial,Statewide,COP
2856_001.0,1630.0,1,Arterial,Statewide,COP
2856_002.0,1630.0,2,Arterial,Statewide,COS
2856_002.3,1630.0,2,Arterial,Statewide,COS
2856_002.8,1630.0,2,Arterial,Statewide,COS
2857_000.0,500.0,2,Arterial,Statewide,COS
2859_000.0,3840.0,3,Arterial,Statewide,COT
2859_000.3,3840.0,3,Arterial,Statewide,COT
2859_000.9,500.0,3,Arterial,Statewide,COT
2859_001.5,500.0,3,Arterial,Statewide,COT
2860_000.0,4569.0,4,Arterial,Statewide,COU
2860_000.4,1706.0,3,Arterial,Statewide,COT
2862_000.0,3503.0,3,Arterial,Statewide,COT
2862_000.5,3503.0,3,Arterial,Statewide,COT
2862_000.6,1675.0,2,Arterial,Statewide,COS
2862_000.9,1675.0,1,Arterial,Statewide,COP
2862_002.9,1675.0,2,Arterial,Statewide,COS
2863_000.0,0.0,1,Arterial,Statewide,COP
2864_000.0,1006.0,2,Arterial,Statewide,COS
2864_001.9,1006.0,2,Arterial,Statewide,COS
2865_000.0,2385.0,3,Arterial,Statewide,COT
2865_001.3,2385.0,3,Arterial,RuralRecLowVol,COL
2865_002.1,0.0,2,Arterial,RuralRecLowVol,COL
2865_004.4,0.0,1,Arterial,RuralRecLowVol,COL
2865_019.4,0.0,1,Arterial,Statewide,COP
2866_000.0,189.0,2,Arterial,Statewide,COS
2866_000.5,189.0,1,Arterial,Statewide,COP
2866_000.9,189.0,1,Arterial,Statewide,COP
2866_001.0,189.0,1,Arterial,Statewide,COP
2866_002.3,189.0,2,Arterial,Statewide,COS
2866_004.0,189.0,2,Arterial,Statewide,COS
2868_000.0,1109.0,1,Arterial,Statewide,COP
2868_000.5,1109.0,1,Arterial,Statewide,COP
2868_000.6,1109.0,1,Arterial,Statewide,COP
2869_000.0,3580.0,1,Arterial,Statewide,COQ
2869_000.5,3580.0,2,Arterial,Statewide,COS
2869_001.0,3580.0,2,Arterial,Statewide,COS
2869_001.8,3580.0,3,Arterial,Statewide,COT
2869_002.0,3580.0,3,Arterial,Statewide,COT
2870_000.0,3194.0,3,Arterial,Statewide,COT
2870_000.5,3194.0,3,Arterial,Statewide,COT
2870_001.1,500.0,2,Arterial,Statewide,COS
2870_001.5,500.0,2,Arterial,Statewide,COS
2870_002.4,500.0,2,Arterial,Statewide,COS
2870_003.6,500.0,2,Arterial,Statewide,COS
2870_004.7,0.0,2,Arterial,Statewide,COS
2870_005.2,0.0,2,Arterial,Statewide,COS
2870_006.0,0.0,1,Arterial,Statewide,COP
2871_000.0,1000.0,2,Arterial,Statewide,COS
2871_000.3,1000.0,2,Arterial,Statewide,COS
2872_000.0,4407.0,2,Arterial,Statewide,COS
2872_000.8,3727.0,2,Arterial,Statewide,COS
2872_001.5,1005.0,2,Arterial,Statewide,COS
2872_002.5,1005.0,2,Arterial,Statewide,COS
2872_003.5,5009.0,2,Arterial,Statewide,COS
2872_005.3,5009.0,2,Arterial,Statewide,COS
2872_005.7,5009.0,2,Arterial,Statewide,COS
2872_006.0,5009.0,2,Arterial,Statewide,COS
2872_006.5,4650.0,2,Arterial,Statewide,COS
2872_007.1,4650.0,2,Arterial,Statewide,COS
2872_007.3,2668.0,2,Arterial,Statewide,COS
2872_007.7,2668.0,2,Arterial,Statewide,COS
2873_000.0,1000.0,3,Arterial,Statewide,COT
2873_000.9,1000.0,3,Arterial,Statewide,COT
2873_001.1,1000.0,3,Arterial,Statewide,COT
2875_000.0,4025.0,4,Arterial,Statewide,COU
2875_000.3,4025.0,4,Arterial,Statewide,COU
2875_000.7,4025.0,4,Arterial,Statewide,COU
2875_001.2,4025.0,3,Arterial,Statewide,COT
2875_002.0,4025.0,3,Arterial,Statewide,COT
2875_002.8,4025.0,3,Arterial,Statewide,COT
2875_003.3,4025.0,3,Arterial,Statewide,COT
2877_000.0,1201.0,2,Arterial,Statewide,COS
2877_002.0,0.0,2,Arterial,Statewide,COS
2878_000.0,1361.0,2,Arterial,Statewide,COS
2878_000.3,1361.0,2,Arterial,Statewide,COS
2878_001.2,1361.0,1,Arterial,Statewide,COP
2878_002.0,1361.0,2,Arterial,Statewide,COS
2878_002.8,2871.0,3,Arterial,Statewide,COT
2878_003.1,2871.0,3,Arterial,Statewide,COT
2878_003.6,2213.0,3,Arterial,Statewide,COT
2878_004.4,2213.0,3,Arterial,Statewide,COT
2878_004.9,1112.0,3,Arterial,Statewide,COT
2878_005.4,1106.0,4,Arterial,Statewide,COU
2878_005.9,1106.0,4,Arterial,Statewide,COU
2878_006.2,1106.0,4,Arterial,Statewide,COU
2878_006.8,1112.0,4,Arterial,Statewide,COU
2878_007.0,1112.0,4,Arterial,Statewide,COU
2879_000.0,6096.0,4,Arterial,Statewide,COU
2879_000.5,6096.0,4,Arterial,Statewide,COU
2879_000.6,0.0,4,Arterial,Statewide,COU
2879_000.9,0.0,4,Arterial,Statewide,COU
2880_000.0,528.0,2,Arterial,Statewide,COS
2880_000.5,528.0,3,Arterial,Statewide,COT
2880_001.0,528.0,2,Arterial,Statewide,COS
2880_001.5,528.0,2,Arterial,Statewide,COS
2880_002.0,528.0,2,Arterial,Statewide,COS
2880_002.6,1051.0,3,Arterial,Statewide,COT
2880_003.0,1051.0,3,Arterial,Statewide,COT
2881_000.0,1716.0,1,Arterial,Statewide,COP
2881_000.3,1716.0,1,Arterial,Statewide,COP
2881_000.7,1716.0,1,Arterial,Statewide,COP
2881_001.3,1716.0,1,Arterial,Statewide,COP
2881_002.0,1716.0,1,Arterial,Statewide,COP
2881_002.4,1716.0,1,Arterial,Statewide,COP
2881_002.8,1716.0,1,Arterial,Statewide,COP
2881_003.1,1716.0,1,Arterial,Statewide,COP
2881_003.4,1716.0,2,Arterial,Statewide,COS
2881_004.0,1716.0,3,Arterial,Statewide,COT
2881_004.7,1716.0,3,Arterial,Statewide,COT
2881_005.7,1716.0,2,Arterial,Statewide,COS
2881_006.2,1716.0,1,Arterial,Statewide,COP
2881_006.5,1716.0,1,Arterial,Statewide,COP
2881_007.1,1716.0,1,Arterial,Statewide,COP
2881_007.6,1716.0,1,Arterial,Statewide,COP
2881_008.2,1716.0,2,Arterial,Statewide,COS
2881_008.6,1716.0,2,Arterial,Statewide,COS
2881_009.3,1716.0,3,Arterial,Statewide,COT
2881_009.7,18712.0,3,Arterial,Statewide,COT
2881_010.3,18712.0,3,Arterial,Statewide,COT
2881_010.8,18712.0,3,Arterial,Statewide,COT
2881_011.2,18712.0,2,Arterial,Statewide,COS
2881_011.5,18712.0,2,Arterial,Statewide,COS
2881_011.9,18712.0,2,Arterial,Statewide,COS
2881_012.4,18712.0,2,Arterial,Statewide,COS
2882_000.0,878.0,3,Arterial,Statewide,COT
2882_000.5,878.0,3,Arterial,Statewide,COT
2882_001.0,878.0,3,Arterial,Statewide,COT
2882_001.5,878.0,3,Arterial,Statewide,COT
2883_007.5,1000.0,2,Freeway,Statewide,XX3
2883_008.0,1000.0,2,Freeway,Statewide,XX3
2883_008.2,1000.0,2,Freeway,Statewide,XX3
2883_008.3,1000.0,2,Freeway,Statewide,XX3
2883_008.5,1000.0,2,Freeway,Statewide,XX3
2883_008.7,1000.0,2,Freeway,Statewide,XX3
2884_000.0,1701.0,4,Arterial,Statewide,COU
2885_000.0,500.0,2,Arterial,Statewide,COS
2885_000.5,500.0,2,Arterial,Statewide,COS
2886_000.0,8331.0,4,Arterial,Statewide,COU
2886_000.2,3273.0,4,Arterial,Statewide,COU
2886_000.3,3273.0,4,Arterial,Statewide,COU
2886_000.6,2757.0,3,Arterial,Statewide,COT
2886_002.3,10.0,3,Arterial,Statewide,COT
2886_002.7,10.0,3,Arterial,Statewide,COT
2886_003.7,10.0,3,Arterial,Statewide,COT
2887_000.0,6558.0,3,Arterial,Statewide,COT
2887_000.7,6558.0,3,Arterial,Statewide,COT
2888_000.0,9078.0,4,Arterial,Statewide,COU
2888_000.2,9078.0,3,Arterial,Statewide,COT
2888_000.8,9078.0,3,Arterial,Statewide,COT
2888_001.3,1000.0,3,Arterial,Statewide,COT
2888_001.7,1000.0,3,Arterial,Statewide,COT
2889_000.0,12074.0,2,Arterial,Statewide,COS
2889_001.3,1000.0,3,Arterial,Statewide,COT
2889_002.6,1000.0,3,Arterial,Statewide,COT
2890_000.0,1051.0,4,Arterial,Statewide,COU
2890_000.3,1051.0,4,Arterial,Statewide,COU
2890_000.8,1051.0,4,Arterial,Statewide,COU
2890_001.0,1051.0,4,Arterial,Statewide,COU
2893_000.0,500.0,1,Arterial,Statewide,COP
2893_000.7,500.0,1,Arterial,Statewide,COP
2893_001.1,500.0,1,Arterial,Statewide,COP
2893_001.6,500.0,2,Arterial,Statewide,COS
2893_002.2,500.0,3,Arterial,Statewide,COT
2894_000.0,6239.0,3,Arterial,Statewide,COT
2894_000.9,6633.0,3,Arterial,Statewide,COT
2894_001.4,6633.0,3,Arterial,Statewide,COT
2894_001.7,6633.0,3,Arterial,Statewide,COT
2894_001.9,6633.0,3,Arterial,Statewide,COT
2895_000.0,24020.0,3,Arterial,Statewide,COT
2895_000.4,24020.0,3,Arterial,Statewide,COT
2895_000.6,24020.0,3,Arterial,Statewide,COT
2895_000.9,16445.0,3,Arterial,Statewide,COT
2895_001.3,16445.0,3,Arterial,Statewide,COT
2895_002.4,16607.0,3,Arterial,Statewide,COT
2895_002.9,16607.0,3,Arterial,Statewide,COT
2895_003.5,16677.0,3,Arterial,Statewide,COT
2895_004.0,9183.0,3,Arterial,Statewide,COT
2895_004.4,9183.0,4,Arterial,Statewide,COU
2895_004.8,9183.0,4,Arterial,Statewide,COU
2896_000.0,6563.0,3,Arterial,Statewide,COT
2896_000.5,4789.0,3,Arterial,Statewide,COT
2896_001.3,4035.0,3,Arterial,Statewide,COT
2896_001.8,1539.0,3,Arterial,Statewide,COT
2897_000.0,6356.0,4,Arterial,Statewide,COU
2897_000.4,6588.0,4,Arterial,Statewide,COU
2897_001.3,8258.0,3,Arterial,Statewide,COT
2897_001.8,8258.0,3,Arterial,Statewide,COT
2897_002.3,8258.0,3,Arterial,Statewide,COT
2897_002.8,2500.0,3,Arterial,Statewide,COT
2899_000.0,11698.0,4,Arterial,Statewide,COU
2899_000.2,17648.0,3,Arterial,Statewide,COT
2899_000.4,17648.0,3,Arterial,Statewide,COT
2899_000.8,18101.0,3,Arterial,Statewide,COT
2899_001.2,15432.0,3,Arterial,Statewide,COT
2899_001.7,15432.0,3,Arterial,Statewide,COT
2899_002.4,9508.0,3,Arterial,Statewide,COT
2899_003.5,9508.0,3,Arterial,Statewide,COT
2899_004.1,9377.0,3,Arterial,Statewide,COT
2900_000.0,3476.0,4,Arterial,Statewide,COU
2900_000.5,3476.0,3,Arterial,Statewide,COT
2900_000.8,3476.0,3,Arterial,Statewide,COT
2900_001.3,3476.0,3,Arterial,Statewide,COT
2900_002.2,5185.0,3,Arterial,Statewide,COT
2900_002.7,5185.0,3,Arterial,Statewide,COT
2900_003.2,5185.0,3,Arterial,Statewide,COT
2901_000.0,500.0,2,Arterial,Statewide,COS
2901_000.3,500.0,2,Arterial,Statewide,COS
2902_000.0,2115.0,4,Arterial,Statewide,COU
2902_000.3,2115.0,4,Arterial,Statewide,COU
2902_000.6,2115.0,4,Arterial,Statewide,COU
2902_001.1,2115.0,4,Arterial,Statewide,COU
2902_001.6,2115.0,3,Arterial,Statewide,COT
2902_002.1,2115.0,3,Arterial,Statewide,COT
2903_000.0,500.0,2,Arterial,Statewide,COS
2903_000.5,500.0,2,Arterial,Statewide,COS
2906_002.8,7279.0,4,Arterial,Statewide,COU
2907_000.0,1053.0,4,Arterial,Statewide,COU
2907_001.0,1053.0,4,Arterial,Statewide,COU
2909_000.0,500.0,2,Arterial,Statewide,COS
2909_000.4,500.0,3,Arterial,Statewide,COT
2909_000.6,500.0,2,Arterial,Statewide,COS
2911_000.0,0.0,2,Arterial,Statewide,COS
2911_000.3,500.0,2,Arterial,Statewide,COS
2913_000.0,0.0,2,Arterial,Statewide,COS
2913_000.3,5000.0,2,Arterial,Statewide,COS
2913_000.6,5000.0,2,Arterial,Statewide,COS
2913_000.8,5000.0,2,Arterial,Statewide,COS
2915_000.0,1051.0,3,Arterial,Statewide,COT
2915_000.4,1051.0,3,Arterial,Statewide,COT
2915_001.5,1051.0,3,Arterial,Statewide,COT
2915_002.0,1051.0,3,Arterial,Statewide,COT
2918_000.0,2021.0,4,Arterial,Statewide,COU
2918_000.2,2642.0,4,Arterial,Statewide,COU
2918_000.4,3294.0,3,Arterial,Statewide,COT
2918_001.0,3513.0,3,Arterial,Statewide,COT
2918_001.5,4419.0,3,Arterial,Statewide,COT
2918_002.1,4053.0,3,Arterial,Statewide,COT
2918_002.4,4053.0,3,Arterial,Statewide,COT
2918_003.1,4053.0,3,Arterial,Statewide,COT
2918_003.8,5128.0,3,Arterial,Statewide,COT
2918_004.8,5419.0,2,Arterial,Statewide,COS
2920_000.0,4352.0,3,Arterial,Statewide,COT
2920_001.1,4352.0,2,Arterial,Statewide,COS
2920_005.0,4352.0,2,Arterial,Statewide,COS
2920_005.1,1051.0,2,Arterial,Statewide,COS
2922_000.0,1112.0,3,Arterial,Statewide,COT
2922_001.1,1112.0,3,Arterial,Statewide,COT
2922_001.4,7507.0,3,Arterial,Statewide,COT
2923_000.0,1051.0,3,Arterial,Statewide,COT
2924_000.0,2580.0,2,Arterial,Statewide,COS
2924_000.5,2580.0,3,Arterial,Statewide,COT
2924_001.4,2580.0,3,Arterial,Statewide,COT
